record_id,collection_version,review_status,production_ready,sector,subsector,technology,fuel_or_material,pollutant,ef_value,ef_expression,ef_lower,ef_upper,unit,activity_basis,control_basis,geographic_scope,applicability,evidence_origin,factor_reference_period_start,factor_reference_period_end,source_id,source_table_or_location,quality_flag,notes,source_title,publication_year,source_url
EF00162,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Industrial boiler,LPG,TSP,0.07,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00163,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Industrial boiler,LPG,PM10,0.07,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00164,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Industrial boiler,LPG,PM2.5,0.07,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00165,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Industrial boiler,LPG,VOCs,0.06,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00166,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Industrial boiler,LPG,NH3,0.013,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00167,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Industrial boiler,LNG,CO,1.344,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00168,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Industrial boiler,LNG,NOx,3.7,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00169,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Industrial boiler,LNG,SOx,0.01,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00170,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Industrial boiler,LNG,TSP,0.03,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00171,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Industrial boiler,LNG,PM10,0.03,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00172,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Industrial boiler,LNG,PM2.5,0.03,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00173,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Industrial boiler,LNG,VOCs,0.18,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00174,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Industrial boiler,LNG,NH3,0.051,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00175,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Diesel,CO,0.055,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00176,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Diesel,NOx,14.68,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00177,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Diesel,SOx,,17*S,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00178,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Diesel,TSP,0.072,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00179,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Diesel,PM10,0.066024,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00180,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Diesel,PM2.5,0.03,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00181,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Diesel,VOCs,0.067,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00182,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Diesel,NH3,0.096,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00183,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Kerosene,CO,0.055,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00184,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Kerosene,NOx,14.68,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00185,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Kerosene,SOx,,16.9*S,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00186,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Kerosene,TSP,0.072,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00187,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Kerosene,PM10,0.066024,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00188,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Kerosene,PM2.5,0.05559,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00189,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Kerosene,VOCs,0.067,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00190,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,Kerosene,NH3,0.096,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00191,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,LNG,CO,1.55,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00192,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,LNG,NOx,6.04,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00193,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,LNG,SOx,0.01,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00194,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,LNG,TSP,0.036,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00195,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,LNG,PM10,0.036,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00196,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,LNG,PM2.5,0.036,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00197,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,LNG,VOCs,0.21,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00198,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Gas turbine,LNG,NH3,0.051,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00199,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Stationary engine,B-A oil,CO,14.18,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00200,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Stationary engine,B-A oil,NOx,53.376,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00201,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Stationary engine,B-A oil,SOx,,18*S,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00202,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Stationary engine,B-A oil,TSP,1.668,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00203,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Stationary engine,B-A oil,PM10,0.987456,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00204,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Stationary engine,B-A oil,PM2.5,0.3638,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
