"denominator_id","inventory_id","sector","subsector","technology","pollutant","preferred_activity_denominator","preferred_ef_unit","compatible_activity_units","conversion_required","conversion_description","controlled_or_uncontrolled","temporal_weighting_needed","technology_weighting_needed","control_weighting_needed","notes"
"den_trn_road_motorcycle_pm25","trn_road_motorcycle","road_passenger","motorcycle","motorcycle","PM2.5","vehicle-km","g PM2.5/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_motorcycle_pm10","trn_road_motorcycle","road_passenger","motorcycle","motorcycle","PM10","vehicle-km","g PM10/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_motorcycle_tsp","trn_road_motorcycle","road_passenger","motorcycle","motorcycle","TSP","vehicle-km","g TSP/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_motorcycle_vocs","trn_road_motorcycle","road_passenger","motorcycle","motorcycle","VOCs","vehicle-km","g VOCs/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_motorcycle_nh3","trn_road_motorcycle","road_passenger","motorcycle","motorcycle","NH3","vehicle-km","g NH3/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_motorcycle_co","trn_road_motorcycle","road_passenger","motorcycle","motorcycle","CO","vehicle-km","g CO/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_motorcycle_bc","trn_road_motorcycle","road_passenger","motorcycle","motorcycle","BC","vehicle-km","g BC/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_lcv_nox","trn_road_freight_lcv","road_freight","light_commercial_vehicle","light_commercial_vehicle","NOx","vehicle-km","g NOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_lcv_sox","trn_road_freight_lcv","road_freight","light_commercial_vehicle","light_commercial_vehicle","SOx","vehicle-km","g SOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_lcv_pm25","trn_road_freight_lcv","road_freight","light_commercial_vehicle","light_commercial_vehicle","PM2.5","vehicle-km","g PM2.5/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_lcv_pm10","trn_road_freight_lcv","road_freight","light_commercial_vehicle","light_commercial_vehicle","PM10","vehicle-km","g PM10/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_lcv_tsp","trn_road_freight_lcv","road_freight","light_commercial_vehicle","light_commercial_vehicle","TSP","vehicle-km","g TSP/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_lcv_vocs","trn_road_freight_lcv","road_freight","light_commercial_vehicle","light_commercial_vehicle","VOCs","vehicle-km","g VOCs/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_lcv_nh3","trn_road_freight_lcv","road_freight","light_commercial_vehicle","light_commercial_vehicle","NH3","vehicle-km","g NH3/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_lcv_co","trn_road_freight_lcv","road_freight","light_commercial_vehicle","light_commercial_vehicle","CO","vehicle-km","g CO/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_lcv_bc","trn_road_freight_lcv","road_freight","light_commercial_vehicle","light_commercial_vehicle","BC","vehicle-km","g BC/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_mdv_nox","trn_road_freight_mdv","road_freight","medium_duty_truck","medium_duty_truck","NOx","vehicle-km","g NOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_mdv_sox","trn_road_freight_mdv","road_freight","medium_duty_truck","medium_duty_truck","SOx","vehicle-km","g SOx/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_mdv_pm25","trn_road_freight_mdv","road_freight","medium_duty_truck","medium_duty_truck","PM2.5","vehicle-km","g PM2.5/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_mdv_pm10","trn_road_freight_mdv","road_freight","medium_duty_truck","medium_duty_truck","PM10","vehicle-km","g PM10/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_mdv_tsp","trn_road_freight_mdv","road_freight","medium_duty_truck","medium_duty_truck","TSP","vehicle-km","g TSP/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_mdv_vocs","trn_road_freight_mdv","road_freight","medium_duty_truck","medium_duty_truck","VOCs","vehicle-km","g VOCs/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_mdv_nh3","trn_road_freight_mdv","road_freight","medium_duty_truck","medium_duty_truck","NH3","vehicle-km","g NH3/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_mdv_co","trn_road_freight_mdv","road_freight","medium_duty_truck","medium_duty_truck","CO","vehicle-km","g CO/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
"den_trn_road_freight_mdv_bc","trn_road_freight_mdv","road_freight","medium_duty_truck","medium_duty_truck","BC","vehicle-km","g BC/vehicle-km","vehicle-km","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Convert factor-product grams to emissions_kg; annual fleet, speed, and control shares create the effective factor."
